customer_id,CustomerName,Gender,age,City,State,Pincode,DateOfBirth,Age,MaritalStatus,Education,Occupation,AnnualIncome,AccountOpenDate,CustomerSegment,account_type
5865,Aadhya Bhat,Male,52,Bangalore,Karnataka,361986,24-12-1985,40,Married,High School,Retired,413145,13-08-2019,Regular,Savings
5866,Aryan Nath,Female,47,Chennai,Tamil Nadu,861262,25-11-1969,56,Married,Diploma,Student,110664,30-06-2020,Regular,Salary
5867,Jason Rau,Female,47,Bhubaneswar,Odisha,736356,19-02-2017,8,Married,Bachelor,Business Owner,1840401,14-09-2022,Gold,Savings
5868,Abeer Varma,Male,40,Thiruvananthapuram,Kerala,931427,06-11-2000,25,Single,Diploma,Retired,468130,08-05-2017,Regular,Salary
5869,Kai Madan,Female,39,Kolkata,West Bengal,786272,02-06-2015,10,Married,Diploma,Self-employed,445686,26-01-2024,Regular,Salary
5870,Chakradev Brar,Female,46,Lucknow,Uttar Pradesh,334879,14-08-2000,25,Married,High School,Self-employed,1687418,09-10-2024,Gold,Savings
5871,Nitara Batta,Female,25,Chandigarh,Punjab,36453,31-05-1984,41,Single,Bachelor,Retired,331132,08-07-2013,Regular,Current
5872,Ranbir Ravi,Male,44,Jaipur,Rajasthan,439146,14-11-2015,10,Single,Diploma,Self-employed,1625380,16-08-2024,Gold,Salary
5873,Upkaar Sagar,Male,35,Patna,Bihar,23806,20-02-2004,21,Married,Bachelor,Salaried,751959,12-12-2010,Silver,Savings
5874,Vasatika Chadha,Male,27,Lucknow,Uttar Pradesh,90460,05-11-1976,49,Married,Bachelor,Business Owner,1579616,13-03-2014,Gold,Salary
5875,Kabir Naidu,Male,49,Delhi,Delhi,532493,06-10-1988,37,Married,Bachelor,Salaried,864743,30-05-2020,Silver,Current
5876,Edhitha Wadhwa,Male,37,Delhi,Delhi,999283,27-09-1961,64,Single,Diploma,Business Owner,1080839,13-05-2023,Gold,Current
5877,Anita Contractor,Male,41,Lucknow,Uttar Pradesh,848914,25-08-1973,52,Married,Bachelor,Student,69123,24-05-2021,Regular,Current
5878,Chaaya Kumer,Male,45,Mumbai,Maharashtra,566154,14-06-1964,61,Married,Diploma,Self-employed,674706,19-10-2023,Silver,Current
5879,Yagnesh Kari,Female,64,Bhubaneswar,Odisha,286095,29-12-2007,18,Married,Master,Self-employed,1606969,25-02-2012,Gold,Current
5880,Harsh Chawla,Male,41,Hyderabad,Telangana,857882,26-12-1961,64,Married,Bachelor,Self-employed,631204,01-03-2016,Silver,Savings
5881,Ekalinga Kothari,Male,68,Chandigarh,Punjab,160058,05-09-1976,49,Single,Diploma,Retired,257895,13-05-2017,Regular,Current
5882,Chasmum Mittal,Female,68,Bhopal,Madhya Pradesh,651595,05-03-1969,56,Married,PhD,Business Owner,2333272,27-11-2015,Platinum,Current
5883,Liam Om,Female,48,Lucknow,Uttar Pradesh,76806,23-04-1985,40,Single,Bachelor,Retired,444322,22-02-2022,Regular,Savings
5884,Tripti Kant,Male,33,Ahmedabad,Gujarat,190365,24-02-1984,41,Widowed,Diploma,Self-employed,1178563,25-10-2011,Gold,Current
5885,Simon Pradhan,Male,63,Jaipur,Rajasthan,711139,21-03-1971,54,Married,High School,Student,51145,05-08-2011,Regular,Salary
5886,Libni Prasad,Female,21,Jaipur,Rajasthan,535541,02-05-1999,26,Married,Bachelor,Self-employed,790167,13-08-2022,Silver,Savings
5887,Bhavika Seth,Female,32,Bangalore,Karnataka,644284,25-09-1960,65,Married,Master,Retired,177250,26-10-2023,Regular,Savings
5888,Odika Tella,Male,67,Pune,Maharashtra,967969,19-11-1980,45,Divorced,Master,Self-employed,810797,18-09-2012,Silver,Current
5889,Thomas Bansal,Male,21,Bhopal,Madhya Pradesh,672795,03-02-1968,57,Married,Bachelor,Salaried,913851,12-08-2020,Silver,Current
5890,Yashvi Ramesh,Female,31,Jaipur,Rajasthan,803701,08-07-1973,52,Married,Diploma,Salaried,1334792,18-01-2024,Gold,Current
5891,Ekapad Venkataraman,Female,36,Pune,Maharashtra,144544,27-04-1961,64,Married,Bachelor,Retired,341942,17-08-2013,Regular,Savings
5892,Sarthak Radhakrishnan,Female,59,Bangalore,Karnataka,964622,12-04-2004,21,Married,Bachelor,Salaried,1453651,07-07-2021,Gold,Savings
5893,Nikita Halder,Male,29,Bhopal,Madhya Pradesh,232380,26-06-1979,46,Married,Diploma,Business Owner,526224,09-04-2016,Silver,Current
5894,Dominic Bajwa,Female,23,Bangalore,Karnataka,579465,03-09-1990,35,Single,Diploma,Business Owner,1703238,25-07-2017,Gold,Current
5895,Zehaan Tara,Female,69,Chennai,Tamil Nadu,759846,13-09-1997,28,Married,Bachelor,Retired,280821,29-07-2021,Regular,Salary
5896,Abhiram Nayar,Female,50,Chandigarh,Punjab,170414,14-12-1987,38,Single,Master,Salaried,1333364,30-09-2016,Gold,Salary
5897,Veda Mangat,Male,49,Bangalore,Karnataka,262107,17-09-2004,21,Divorced,Bachelor,Business Owner,2879167,09-01-2022,Platinum,Savings
5898,Atharv Hari,Male,66,Chandigarh,Punjab,174974,26-04-1993,32,Single,High School,Salaried,1272325,06-11-2020,Gold,Current
5899,Ekanta Madan,Male,23,Hyderabad,Telangana,619652,07-08-2001,24,Divorced,High School,Self-employed,687184,25-01-2016,Silver,Savings
5900,Warinder Oza,Male,27,Bhubaneswar,Odisha,742443,05-11-1962,63,Married,Master,Salaried,1083454,01-03-2023,Gold,Current
5901,Isha Verma,Male,60,Lucknow,Uttar Pradesh,585244,17-08-1989,36,Married,Master,Salaried,543725,11-10-2015,Silver,Salary
5902,Jatin Kothari,Female,39,Mumbai,Maharashtra,195245,13-03-1967,58,Married,Diploma,Retired,372499,18-12-2010,Regular,Salary
5903,Rachit Krishna,Male,25,Hyderabad,Telangana,335633,08-02-1973,52,Single,Bachelor,Self-employed,1010914,28-12-2010,Gold,Current
5904,Lakshit Seth,Male,21,Bhubaneswar,Odisha,540624,10-01-1965,60,Single,Master,Business Owner,717850,05-12-2022,Silver,Current
5905,Kevin Sunder,Male,41,Bhubaneswar,Odisha,18439,28-11-1983,42,Single,Master,Business Owner,2424998,28-11-2013,Platinum,Current
5906,Ethan Majumdar,Female,65,Patna,Bihar,608920,16-03-1995,30,Married,Bachelor,Salaried,350808,10-06-2019,Regular,Savings
5907,Dalbir Radhakrishnan,Female,49,Jaipur,Rajasthan,254075,28-05-1966,59,Married,Diploma,Student,103375,15-02-2014,Regular,Salary
5908,Arya Nayak,Female,35,Kolkata,West Bengal,35074,24-09-2008,17,Married,Bachelor,Student,110339,25-05-2022,Regular,Current
5909,Bishakha Rajan,Male,46,Thiruvananthapuram,Kerala,954629,06-03-2002,23,Single,High School,Business Owner,2721721,04-08-2021,Platinum,Salary
5910,Samarth Dayal,Female,30,Thiruvananthapuram,Kerala,807250,16-04-1976,49,Single,Master,Salaried,580922,04-12-2018,Silver,Current
5911,Shravya Dhawan,Female,67,Bhopal,Madhya Pradesh,541436,29-03-1977,48,Married,High School,Salaried,496308,10-10-2017,Regular,Savings
5912,Gunbir Thakur,Male,50,Pune,Maharashtra,348373,08-06-1982,43,Divorced,Bachelor,Self-employed,1013637,11-02-2022,Gold,Current
5913,Sara Sem,Male,47,Jaipur,Rajasthan,213301,26-03-1994,31,Married,Bachelor,Retired,337388,01-07-2010,Regular,Salary
5914,Harrison Warrior,Male,46,Pune,Maharashtra,128522,17-02-1961,64,Married,Bachelor,Student,195621,23-01-2021,Regular,Savings
5915,Manbir Chandra,Male,49,Bhopal,Madhya Pradesh,165234,10-12-1970,55,Married,Bachelor,Salaried,602028,24-09-2024,Silver,Savings
5916,Bina Karnik,Female,45,Delhi,Delhi,886418,02-05-1982,43,Single,High School,Business Owner,1519280,27-02-2014,Gold,Savings
5917,Henry Muni,Male,31,Jaipur,Rajasthan,828824,10-07-1994,31,Widowed,Bachelor,Student,100611,25-06-2010,Regular,Current
5918,Anamika Reddy,Female,39,Bangalore,Karnataka,257459,27-09-1999,26,Married,Diploma,Retired,333154,03-04-2011,Regular,Savings
5919,Eta Kakar,Female,66,Bangalore,Karnataka,917426,05-03-1982,43,Single,Diploma,Salaried,627281,03-07-2022,Silver,Current
5920,Rishi Banerjee,Female,52,Chennai,Tamil Nadu,974301,03-01-1963,62,Married,PhD,Student,64706,21-04-2024,Regular,Current
5921,Oni Arora,Female,69,Chandigarh,Punjab,333478,13-11-1977,48,Single,Bachelor,Salaried,1489894,06-11-2024,Gold,Current
5922,Manbir Srinivas,Female,47,Thiruvananthapuram,Kerala,232025,05-05-2001,24,Divorced,Bachelor,Retired,466328,04-07-2010,Regular,Current
5923,Rudra Ghose,Male,48,Chennai,Tamil Nadu,660743,05-06-1968,57,Single,Bachelor,Self-employed,1874633,22-12-2017,Gold,Salary
5924,Manan Kala,Male,36,Lucknow,Uttar Pradesh,816634,02-10-2006,19,Married,Bachelor,Student,120707,31-03-2020,Regular,Salary
5925,Zashil Singh,Male,63,Bhubaneswar,Odisha,188726,01-10-2019,6,Single,Bachelor,Retired,266019,19-06-2010,Regular,Savings
5926,Orinder Hora,Male,37,Jaipur,Rajasthan,691386,13-09-1978,47,Married,Bachelor,Self-employed,534283,21-10-2011,Silver,Savings
5927,Ekalinga Rau,Male,49,Delhi,Delhi,284107,02-06-2002,23,Married,PhD,Self-employed,1905268,13-10-2022,Gold,Salary
5928,Rajeshri Kumar,Male,34,Bangalore,Karnataka,200822,28-11-1994,31,Married,Diploma,Retired,306940,01-03-2021,Regular,Salary
5929,Aashi Mittal,Male,65,Patna,Bihar,373725,01-01-1988,37,Married,Bachelor,Business Owner,2547817,25-05-2016,Platinum,Salary
5930,Wahab Magar,Male,55,Lucknow,Uttar Pradesh,625935,25-12-1988,37,Married,Bachelor,Retired,309820,19-09-2014,Regular,Savings
5931,Azad Prashad,Female,66,Lucknow,Uttar Pradesh,281095,25-03-1974,51,Single,Diploma,Salaried,1233792,01-10-2024,Gold,Salary
5932,Veda Som,Male,60,Bangalore,Karnataka,342752,11-06-2016,9,Single,Diploma,Business Owner,549286,25-11-2024,Silver,Salary
5933,Teerth Prabhu,Female,39,Thiruvananthapuram,Kerala,164642,14-10-1963,62,Single,PhD,Self-employed,1229264,21-03-2017,Gold,Savings
5934,Adya Dube,Male,47,Pune,Maharashtra,297399,21-04-2009,16,Widowed,High School,Student,101676,05-01-2020,Regular,Salary
5935,Vasatika Bains,Female,29,Pune,Maharashtra,468774,25-09-2006,19,Single,Diploma,Self-employed,1253532,18-03-2017,Gold,Savings
5936,Lila Char,Male,37,Hyderabad,Telangana,117746,16-12-1970,55,Married,Diploma,Student,107595,18-04-2013,Regular,Salary
5937,Harshil Basak,Female,31,Hyderabad,Telangana,270754,22-09-1982,43,Married,High School,Student,86863,01-10-2024,Regular,Salary
5938,Amruta Ravi,Female,27,Bhopal,Madhya Pradesh,583763,04-03-2003,22,Single,Master,Retired,372745,02-11-2023,Regular,Salary
5939,Advika Naidu,Female,42,Ahmedabad,Gujarat,604771,14-04-2017,8,Single,Diploma,Retired,323524,21-11-2012,Regular,Salary
5940,Upadhriti Chauhan,Male,25,Mumbai,Maharashtra,273133,22-10-1986,39,Single,Diploma,Self-employed,820397,28-05-2017,Silver,Savings
5941,Jackson Loyal,Male,65,Kolkata,West Bengal,873120,29-10-1977,48,Married,Master,Retired,102277,17-09-2017,Regular,Current
5942,Indira Bhagat,Male,33,Mumbai,Maharashtra,339425,02-05-1992,33,Single,Diploma,Self-employed,636608,19-05-2018,Silver,Savings
5943,Tara Keer,Female,40,Kolkata,West Bengal,799850,02-09-1964,61,Single,Bachelor,Retired,135317,09-04-2024,Regular,Savings
5944,Wakeeta Tata,Male,66,Thiruvananthapuram,Kerala,728450,24-10-2019,6,Married,Master,Retired,172518,17-06-2019,Regular,Current
5945,Umang Goda,Male,53,Pune,Maharashtra,621756,16-07-1979,46,Divorced,Bachelor,Student,89727,21-03-2021,Regular,Current
5946,Alexander Trivedi,Male,29,Lucknow,Uttar Pradesh,376161,17-02-1970,55,Single,Bachelor,Business Owner,613525,20-07-2010,Silver,Salary
5947,Liam Gour,Male,63,Mumbai,Maharashtra,83796,03-03-1981,44,Single,High School,Retired,125695,10-04-2022,Regular,Current
5948,Sai Natarajan,Male,54,Chandigarh,Punjab,298503,12-10-2016,9,Single,High School,Retired,477509,09-01-2016,Regular,Salary
5949,Xavier Raja,Male,33,Bhubaneswar,Odisha,580060,13-12-1998,27,Married,Diploma,Self-employed,1817442,09-07-2019,Gold,Savings
5950,Pranit Buch,Female,44,Thiruvananthapuram,Kerala,579323,10-02-1989,36,Married,High School,Student,185788,15-06-2023,Regular,Savings
5951,Hema Walia,Female,57,Lucknow,Uttar Pradesh,236191,08-05-1961,64,Single,Bachelor,Student,126592,19-04-2010,Regular,Current
5952,Rachana Kara,Male,69,Chandigarh,Punjab,337588,06-01-1975,50,Single,Diploma,Business Owner,2611327,12-01-2010,Platinum,Savings
5953,Zehaan Rattan,Female,60,Mumbai,Maharashtra,287014,08-10-1984,41,Married,Bachelor,Business Owner,1625842,01-05-2012,Gold,Salary
5954,Naksh Walia,Female,64,Chennai,Tamil Nadu,873948,15-06-2012,13,Married,Diploma,Business Owner,1030580,12-08-2017,Gold,Salary
5955,Ekaraj Krishna,Female,49,Jaipur,Rajasthan,66263,25-09-1970,55,Single,Diploma,Retired,303265,26-08-2024,Regular,Salary
5956,Baghyawati Chaudhry,Male,24,Thiruvananthapuram,Kerala,965825,05-07-1995,30,Married,Diploma,Self-employed,930846,10-08-2022,Silver,Salary
5957,Qarin Shah,Male,30,Kolkata,West Bengal,884039,22-10-1981,44,Single,High School,Salaried,1439040,30-06-2012,Gold,Current
5958,Vedant Chadha,Male,21,Bhopal,Madhya Pradesh,61149,19-10-1960,65,Single,Bachelor,Self-employed,826854,12-11-2012,Silver,Savings
5959,Liam Deol,Male,41,Chandigarh,Punjab,708820,08-10-1963,62,Married,Bachelor,Student,103632,26-09-2014,Regular,Savings
5960,Dipta Baria,Female,42,Chandigarh,Punjab,741061,17-02-2012,13,Married,Master,Business Owner,1391357,12-07-2018,Gold,Salary
5961,Samaksh Mahajan,Female,69,Delhi,Delhi,710697,21-08-2002,23,Married,Master,Salaried,1186800,02-06-2013,Gold,Salary
5962,Indali Uppal,Male,32,Bhopal,Madhya Pradesh,893417,27-06-2013,12,Divorced,Bachelor,Student,168321,17-02-2016,Regular,Current
5963,Urvashi Johal,Male,21,Lucknow,Uttar Pradesh,391773,26-11-1973,52,Married,Bachelor,Business Owner,2916997,14-03-2014,Platinum,Savings
5964,Upkaar Brahmbhatt,Male,47,Chennai,Tamil Nadu,895314,26-04-1993,32,Married,High School,Salaried,1099068,31-07-2016,Gold,Salary
5965,Lohit Morar,Male,24,Lucknow,Uttar Pradesh,643012,11-01-1968,57,Married,High School,Self-employed,448110,03-12-2023,Regular,Salary
5966,Alka Natt,Female,37,Patna,Bihar,367173,25-04-1982,43,Married,Master,Student,183564,24-06-2024,Regular,Savings
5967,Frado Sarna,Male,37,Chennai,Tamil Nadu,738241,23-02-1974,51,Divorced,Diploma,Retired,187233,27-05-2016,Regular,Current
5968,Pahal Bava,Female,53,Ahmedabad,Gujarat,818090,06-11-2004,21,Single,Diploma,Salaried,1433001,04-11-2020,Gold,Current
5969,Widisha Srinivas,Male,21,Ahmedabad,Gujarat,133158,14-03-1968,57,Divorced,High School,Salaried,1150335,01-11-2010,Gold,Current
5970,Pushti Chanda,Female,47,Delhi,Delhi,671036,02-07-2015,10,Married,High School,Self-employed,1445986,08-02-2010,Gold,Current
5971,Anita Chakraborty,Female,70,Bangalore,Karnataka,865615,12-05-1990,35,Married,Bachelor,Self-employed,1917880,14-01-2013,Gold,Salary
5972,Bachittar Singhal,Male,23,Bhopal,Madhya Pradesh,477317,31-01-2016,9,Single,Diploma,Student,72490,26-09-2017,Regular,Current
5973,Anusha Oak,Male,36,Bangalore,Karnataka,13244,21-05-1965,60,Married,Diploma,Retired,465592,09-08-2012,Regular,Salary
5974,Leena Sachdev,Female,40,Bhubaneswar,Odisha,210587,12-05-1965,60,Married,High School,Business Owner,1367572,01-11-2022,Gold,Current
5975,Kamala Ahluwalia,Male,34,Ahmedabad,Gujarat,876258,23-11-1991,34,Single,Bachelor,Salaried,1099414,22-11-2010,Gold,Salary
5976,Triveni Magar,Female,23,Bhopal,Madhya Pradesh,406928,29-10-2017,8,Divorced,Bachelor,Salaried,318301,26-10-2018,Regular,Current
5977,Pranit Bansal,Female,55,Kolkata,West Bengal,463276,22-10-1973,52,Single,Diploma,Student,137967,06-08-2024,Regular,Savings
5978,Ria Basu,Male,59,Chandigarh,Punjab,141012,13-02-2008,17,Single,Bachelor,Business Owner,1561975,22-01-2020,Gold,Savings
5979,Samarth Zachariah,Male,34,Pune,Maharashtra,587062,20-08-1969,56,Married,Diploma,Business Owner,1699739,12-02-2013,Gold,Current
5980,Barkha Dhar,Female,48,Delhi,Delhi,409998,16-04-1971,54,Married,Bachelor,Business Owner,2323959,30-11-2016,Platinum,Savings
5981,Ekanta Mahajan,Male,57,Mumbai,Maharashtra,973996,07-10-2003,22,Married,Bachelor,Student,84886,16-01-2016,Regular,Salary
5982,Indali Thaker,Male,42,Bangalore,Karnataka,4632,15-11-1980,45,Single,PhD,Salaried,350387,14-07-2019,Regular,Current
5983,Falan Thaman,Female,44,Lucknow,Uttar Pradesh,603256,31-05-1988,37,Divorced,Diploma,Self-employed,1579210,19-02-2011,Gold,Savings
5984,Chameli Hegde,Male,40,Hyderabad,Telangana,427065,03-02-2010,15,Single,High School,Salaried,1076935,10-12-2023,Gold,Current
5985,Aarna Sant,Male,43,Ahmedabad,Gujarat,329602,31-10-2017,8,Single,Diploma,Self-employed,1279349,24-01-2018,Gold,Salary
5986,Yachana Barad,Female,52,Bangalore,Karnataka,967228,27-02-1991,34,Single,High School,Self-employed,987059,11-08-2020,Silver,Savings
5987,Madhavi Bhalla,Male,52,Hyderabad,Telangana,75023,11-05-1999,26,Married,High School,Student,198965,13-11-2020,Regular,Savings
5988,Oscar Varty,Male,64,Pune,Maharashtra,679671,24-04-1977,48,Divorced,Diploma,Business Owner,718097,29-07-2013,Silver,Salary
5989,Adweta Bhatia,Female,61,Ahmedabad,Gujarat,642988,30-11-1961,64,Married,Diploma,Student,79812,11-06-2016,Regular,Savings
5990,Zilmil Lall,Female,48,Lucknow,Uttar Pradesh,257721,21-11-1993,32,Married,Master,Self-employed,793839,12-12-2021,Silver,Current
5991,Vasana Patla,Male,62,Ahmedabad,Gujarat,336046,18-02-1992,33,Single,High School,Salaried,605285,30-09-2020,Silver,Savings
5992,Chandran Upadhyay,Female,26,Thiruvananthapuram,Kerala,661707,01-02-1972,53,Married,PhD,Self-employed,948512,12-11-2020,Silver,Savings
5993,Jagvi Nagy,Female,38,Bhubaneswar,Odisha,321462,28-06-1982,43,Married,Master,Student,146886,24-06-2016,Regular,Savings
5994,Vanya Deshmukh,Female,40,Patna,Bihar,222605,17-07-1963,62,Married,Master,Salaried,496255,10-04-2020,Regular,Savings
5995,Sneha Agrawal,Female,68,Delhi,Delhi,946560,16-07-2003,22,Single,Master,Business Owner,2865274,31-08-2018,Platinum,Salary
5996,Janaki Zacharia,Male,55,Mumbai,Maharashtra,506402,02-04-1999,26,Married,Bachelor,Student,106400,13-06-2015,Regular,Current
5997,Zashil Babu,Female,28,Bhubaneswar,Odisha,636544,25-02-2010,15,Married,Bachelor,Retired,296188,22-03-2011,Regular,Current
5998,Krishna Swamy,Male,48,Jaipur,Rajasthan,715137,10-06-1986,39,Married,Diploma,Self-employed,504686,02-12-2021,Silver,Current
5999,Yatin Thaker,Male,53,Kolkata,West Bengal,737912,09-09-2008,17,Married,Bachelor,Business Owner,503835,08-10-2014,Silver,Savings
6000,Yahvi Dubey,Male,41,Chennai,Tamil Nadu,49521,20-12-2003,22,Single,Master,Business Owner,824829,23-06-2017,Silver,Savings
6001,Ryan Kannan,Male,38,Ahmedabad,Gujarat,26019,09-01-1977,48,Married,Diploma,Salaried,527082,10-11-2019,Silver,Salary
6002,Pallavi Saha,Female,62,Bangalore,Karnataka,163484,03-11-2010,15,Single,High School,Student,136979,17-12-2012,Regular,Salary
6003,Yachana Dewan,Male,48,Delhi,Delhi,171446,28-09-1976,49,Married,Bachelor,Self-employed,1011893,13-01-2022,Gold,Savings
6004,Pranav Mallick,Male,45,Chandigarh,Punjab,660164,08-10-2008,17,Married,Bachelor,Retired,305261,13-07-2023,Regular,Salary
6005,Gauri Mishra,Female,47,Patna,Bihar,664976,11-03-1991,34,Single,Master,Self-employed,630108,31-08-2010,Silver,Salary
6006,Samarth Mukhopadhyay,Male,34,Bangalore,Karnataka,53919,14-01-1989,36,Divorced,High School,Student,174569,11-11-2023,Regular,Salary
6007,Daniel Kurian,Female,21,Hyderabad,Telangana,926478,08-01-2002,23,Married,Bachelor,Business Owner,1946953,14-02-2012,Gold,Salary
6008,Quincy Dhawan,Male,34,Patna,Bihar,655586,12-09-1984,41,Single,Diploma,Retired,378185,11-04-2011,Regular,Savings
6009,Eta Sunder,Female,54,Thiruvananthapuram,Kerala,523301,16-09-2013,12,Married,Master,Salaried,425859,30-10-2010,Regular,Current
6010,Bhavya Dara,Male,53,Jaipur,Rajasthan,122159,30-09-2009,16,Single,High School,Student,191791,14-05-2019,Regular,Current
6011,Yoshita Verma,Male,44,Bhopal,Madhya Pradesh,645788,21-05-1974,51,Married,Master,Self-employed,502314,09-08-2015,Silver,Current
6012,Leela Dyal,Male,56,Lucknow,Uttar Pradesh,401876,06-03-1966,59,Married,High School,Student,106816,28-12-2015,Regular,Savings
6013,Champak Natarajan,Female,30,Bhubaneswar,Odisha,978552,26-08-2007,18,Widowed,High School,Salaried,1398745,17-05-2024,Gold,Current
6014,Vasana Kapoor,Male,35,Bangalore,Karnataka,104664,27-11-1973,52,Married,Diploma,Self-employed,1938781,27-04-2020,Gold,Salary
6015,Ekanta Yogi,Male,53,Thiruvananthapuram,Kerala,337805,25-04-2000,25,Married,Diploma,Retired,367162,23-11-2016,Regular,Current
6016,Ryan Srinivas,Male,31,Pune,Maharashtra,495329,11-07-1986,39,Married,Bachelor,Self-employed,1610218,28-01-2024,Gold,Savings
6017,Garima Dugar,Female,69,Pune,Maharashtra,970262,17-08-1983,42,Single,High School,Self-employed,1739917,22-10-2011,Gold,Savings
6018,Reyansh Bahri,Female,66,Bhopal,Madhya Pradesh,227037,03-08-2008,17,Married,Diploma,Salaried,374915,29-04-2021,Regular,Savings
6019,Aadi Kari,Male,56,Chennai,Tamil Nadu,480856,07-12-1992,33,Married,Diploma,Self-employed,999452,28-04-2010,Silver,Savings
6020,Isha Boase,Female,58,Patna,Bihar,398416,26-09-2000,25,Single,Master,Student,116920,04-12-2015,Regular,Salary
6021,Alexander Raja,Female,49,Bhubaneswar,Odisha,304167,24-01-1960,65,Married,High School,Business Owner,785790,07-01-2013,Silver,Current
6022,Bhavna Vasa,Male,58,Hyderabad,Telangana,863800,28-03-2017,8,Married,Diploma,Salaried,428452,09-01-2011,Regular,Salary
6023,Faraj Ghosh,Female,68,Bhubaneswar,Odisha,855927,23-05-2005,20,Married,Bachelor,Salaried,891072,15-06-2013,Silver,Current
6024,Bahadurjit Pathak,Female,25,Jaipur,Rajasthan,905615,02-01-1994,31,Single,Master,Salaried,428840,09-07-2013,Regular,Salary
6025,Hredhaan Ravi,Male,40,Chennai,Tamil Nadu,398081,23-08-1976,49,Single,Master,Student,121287,15-05-2014,Regular,Current
